R,G,B,gray,grad_mag,local_std,laplacian,boundary,image_id,split
17.0,28.0,34.0,26.333334,24.513035,5.1322656,21.333336,1,117054,train
127.0,147.0,146.0,140.0,299.6313,33.168514,116.66666,1,117054,train
18.0,27.0,24.0,23.0,103.12668,21.28183,6.333332,1,117054,train
137.0,158.0,149.0,148.0,79.784424,9.023623,1.3333435,1,117054,train
168.0,188.0,179.0,178.33333,5.3748474,0.6760409,1.0,1,117054,train
97.0,116.0,112.0,108.333336,56.725452,7.621285,42.000008,1,117054,train
143.0,163.0,154.0,153.33333,166.75865,23.64731,44.999977,1,117054,train
22.0,37.0,34.0,31.0,596.62476,65.31746,165.33334,1,117054,train
35.0,47.0,45.0,42.333332,301.37646,31.327599,22.666668,1,117054,train
139.0,160.0,155.0,151.33333,3.8006098,0.49804303,0.6666565,1,117054,train
55.0,74.0,80.0,69.666664,444.2074,46.072945,0.66667366,1,117054,train
13.0,22.0,21.0,18.666666,223.59735,23.713715,44.0,1,117054,train
19.0,30.0,32.0,27.0,238.21931,24.997173,52.999996,1,117054,train
110.0,137.0,130.0,125.666664,0.66667175,5.3771796,18.333344,1,117054,train
4.0,14.0,13.0,10.333333,296.00186,36.956764,83.333336,1,117054,train
130.0,150.0,148.0,142.66667,4.4721494,2.971216,21.333313,1,117054,train
127.0,142.0,135.0,134.66667,108.61756,22.299322,59.333344,1,117054,train
85.0,97.0,97.0,93.0,216.66205,32.91507,87.33333,1,117054,train
150.0,174.0,178.0,167.33333,546.5286,60.872257,67.66664,1,117054,train
148.0,175.0,170.0,164.33333,14.337206,1.598339,1.0,1,117054,train
119.0,145.0,134.0,132.66667,14.9814825,3.4680462,0.66667175,1,117054,train
144.0,165.0,158.0,155.66667,3.162297,0.49804303,2.666687,1,117054,train
107.0,122.0,115.0,114.666664,272.1805,39.31045,3.333313,1,117054,train
9.0,24.0,21.0,18.0,494.5932,57.722786,136.0,1,117054,train
13.0,23.0,22.0,19.333334,273.60718,31.144867,52.666664,1,117054,train
146.0,167.0,160.0,157.66667,65.37584,8.019995,21.0,1,117054,train
161.0,180.0,174.0,171.66667,22.36068,2.9248397,3.333374,1,117054,train
158.0,179.0,174.0,170.33333,13.482466,1.5467961,2.333313,1,117054,train
124.0,150.0,141.0,138.33333,29.758274,6.4807405,35.333313,1,117054,train
7.0,13.0,13.0,11.0,6.2003574,6.041239,9.0,1,117054,train
62.0,74.0,72.0,69.333336,270.8673,34.97123,1.0000114,1,117054,train
166.0,186.0,177.0,176.33333,66.0303,7.2263894,6.0,1,117054,train
20.0,39.0,45.0,34.666668,319.66998,34.026047,94.0,1,117054,train
169.0,189.0,180.0,179.33333,13.605572,1.4657549,5.666626,1,117054,train
5.0,14.0,11.0,10.0,187.3191,23.252771,58.666664,1,117054,train
30.0,44.0,47.0,40.333332,18.481228,7.392012,7.6293945e-06,1,117054,train
85.0,99.0,99.0,94.333336,669.5811,69.451904,19.666676,1,117054,train
112.0,138.0,127.0,125.666664,37.028534,4.6614904,11.333351,1,117054,train
2.0,17.0,20.0,13.0,540.6515,60.20236,167.0,1,117054,train
9.0,18.0,17.0,14.666667,32.893764,4.254265,5.999998,1,117054,train
128.0,150.0,147.0,141.66667,63.175262,6.4537115,1.3333282,1,117054,train
177.0,188.0,180.0,181.66667,286.09592,39.688213,140.66669,1,117054,train
129.0,145.0,144.0,139.33333,614.2891,61.65595,165.66666,1,117054,train
61.0,73.0,69.0,67.666664,204.0158,39.467354,122.66667,1,117054,train
13.0,28.0,31.0,24.0,46.04346,14.560597,61.0,1,117054,train
138.0,160.0,157.0,151.66667,55.890724,6.8801117,16.333344,1,117054,train
38.0,56.0,56.0,50.0,180.38539,27.448753,82.333336,1,117054,train
129.0,151.0,149.0,143.0,1.6996772,0.34798527,1.0,1,117054,train
12.0,27.0,22.0,20.333334,621.61115,72.01283,159.33333,1,117054,train
166.0,187.0,178.0,177.0,14.643902,2.0728905,7.3333282,1,117054,train
169.0,180.0,174.0,174.33333,236.03813,30.49827,2.0000153,1,117054,train
47.0,59.0,57.0,54.333332,219.53992,29.008728,49.000008,1,117054,train
124.0,144.0,142.0,136.66667,351.4421,39.791252,59.666687,1,117054,train
70.0,80.0,81.0,77.0,155.13148,23.89902,121.0,1,117054,train
15.0,32.0,40.0,29.0,91.43425,11.155221,20.666666,1,117054,train
95.0,111.0,108.0,104.666664,37.906315,5.394224,22.0,1,117054,train
0.0,10.0,12.0,7.3333335,258.8676,34.190823,67.0,1,117054,train
72.0,84.0,80.0,78.666664,526.2973,51.393536,20.999996,1,117054,train
96.0,115.0,109.0,106.666664,16.898388,28.74341,23.666672,1,117054,train
11.0,22.0,26.0,19.666666,31.80845,4.1216083,21.999996,1,117054,train
38.0,56.0,56.0,50.0,280.08652,33.59086,107.33334,1,117054,train
155.0,163.0,142.0,153.33333,103.58572,22.077278,62.666687,1,117054,train
144.0,159.0,154.0,152.33333,458.1424,50.956398,112.999985,1,117054,train
104.0,123.0,119.0,115.333336,52.881413,19.582033,80.66668,1,117054,train
145.0,170.0,166.0,160.33333,94.70419,10.515057,23.333313,1,117054,train
109.0,130.0,125.0,121.333336,78.81906,16.447477,28.333336,1,117054,train
53.0,73.0,72.0,66.0,39.015667,4.5445385,14.0,1,117054,train
60.0,71.0,67.0,66.0,293.6362,38.974125,115.33333,1,117054,train
119.0,141.0,139.0,133.0,64.83654,15.762922,14.000008,1,117054,train
145.0,164.0,158.0,155.66667,47.42481,7.321709,18.666656,1,117054,train
134.0,159.0,156.0,149.66667,13.2832,6.976243,37.666656,1,117054,train
143.0,164.0,157.0,154.66667,68.26419,8.536228,18.333313,1,117054,train
150.0,170.0,171.0,163.66667,124.34005,18.175468,23.333359,1,117054,train
118.0,142.0,142.0,134.0,62.40548,6.396105,2.9999924,1,117054,train
230.0,244.0,229.0,234.33333,187.79716,35.281124,149.99998,1,117054,train
149.0,174.0,170.0,164.33333,155.48131,27.685137,64.66665,1,117054,train
159.0,178.0,174.0,170.33333,88.12746,9.721914,15.6666565,1,117054,train
90.0,108.0,108.0,102.0,581.9374,59.581,59.66666,1,117054,train
6.0,23.0,17.0,15.333333,484.27567,55.712444,145.66667,1,117054,train
137.0,159.0,156.0,150.66667,39.67923,4.9739556,12.3333435,1,117054,train
2.0,13.0,15.0,10.0,253.6533,28.320042,80.666664,1,117054,train
35.0,51.0,50.0,45.333332,384.4722,45.424866,108.0,1,117054,train
118.0,135.0,129.0,127.333336,73.21961,20.605637,149.66667,0,117054,train
164.0,177.0,159.0,166.66667,225.33781,26.845623,21.666656,0,117054,train
95.0,111.0,108.0,104.666664,133.03052,15.424843,14.333328,0,117054,train
211.0,229.0,215.0,218.33333,152.09354,24.779024,129.99998,0,117054,train
224.0,232.0,208.0,221.33333,15.092304,1.5398356,0.6666565,0,117054,train
233.0,247.0,214.0,231.33333,23.19003,2.4494898,4.9999695,0,117054,train
205.0,217.0,195.0,205.66667,21.213186,2.1946313,0.3333435,0,117054,train
61.0,76.0,73.0,70.0,22.803509,2.85882,8.0,0,117054,train
213.0,223.0,198.0,211.33333,14.643931,1.5372968,4.666641,0,117054,train
199.0,214.0,193.0,202.0,10.759989,1.2263385,0.66667175,0,117054,train
188.0,203.0,184.0,191.66667,15.033297,1.5958931,0.0,0,117054,train
249.0,255.0,223.0,242.33333,23.285688,2.4968731,2.6666412,0,117054,train
66.0,85.0,89.0,80.0,142.50224,22.345629,28.333328,0,117054,train
152.0,178.0,179.0,169.66667,76.65509,20.601976,146.00002,0,117054,train
142.0,168.0,159.0,156.33333,18.577208,3.694908,26.666656,0,117054,train
242.0,250.0,213.0,235.0,33.944393,3.4494112,1.6666565,0,117054,train
180.0,196.0,183.0,186.33333,4.216364,0.5625,1.3333282,0,117054,train
165.0,180.0,161.0,168.66667,300.91898,33.95065,23.0,0,117054,train
221.0,237.0,211.0,223.0,8.692275,1.1162857,5.0,0,117054,train
74.0,91.0,85.0,83.333336,283.72833,31.795305,47.333332,0,117054,train
224.0,234.0,210.0,222.66667,146.8007,22.938522,30.0,0,117054,train
66.0,85.0,79.0,76.666664,108.26819,13.073392,11.0,0,117054,train
238.0,249.0,215.0,234.0,26.200096,2.7357585,1.3333282,0,117054,train
47.0,57.0,49.0,51.0,75.02592,15.973565,18.666668,0,117054,train
8.0,13.0,16.0,12.333333,21.837784,3.9189305,5.3333335,0,117054,train
133.0,158.0,152.0,147.66667,299.9026,32.01931,29.666664,0,117054,train
99.0,118.0,114.0,110.333336,99.29752,16.946608,129.33334,0,117054,train
140.0,165.0,161.0,155.33333,13.038404,2.538762,5.0,0,117054,train
136.0,154.0,142.0,144.0,439.28226,45.131298,72.333336,0,117054,train
121.0,133.0,131.0,128.33333,85.59335,26.41507,100.66664,0,117054,train
230.0,241.0,209.0,226.66667,3.1622777,0.6875,2.0,0,117054,train
27.0,33.0,29.0,29.666666,109.183846,11.333818,12.333338,0,117054,train
171.0,188.0,178.0,179.0,82.43651,12.5539465,93.66667,0,117054,train
87.0,104.0,96.0,95.666664,80.06943,9.750551,15.333328,0,117054,train
156.0,175.0,169.0,166.66667,94.50337,24.614529,12.3333435,0,117054,train
84.0,97.0,79.0,86.666664,80.02501,39.16786,337.6667,0,117054,train
106.0,127.0,120.0,117.666664,159.14912,23.395754,125.000015,0,117054,train
30.0,40.0,42.0,37.333332,176.24857,20.12335,41.000004,0,117054,train
212.0,221.0,192.0,208.33333,37.133427,3.8900917,0.6666565,0,117054,train
96.0,116.0,115.0,109.0,91.18723,15.446291,62.333336,0,117054,train
110.0,129.0,125.0,121.333336,206.22856,26.466812,68.66667,0,117054,train
107.0,125.0,125.0,119.0,305.80243,33.184174,108.666664,0,117054,train
147.0,166.0,160.0,157.66667,320.46664,32.727093,51.000015,0,117054,train
210.0,220.0,195.0,208.33333,47.17812,8.908388,33.666687,0,117054,train
204.0,218.0,195.0,205.66667,69.18094,6.7877994,2.3333435,0,117054,train
161.0,177.0,164.0,167.33333,16.124516,1.7280996,1.0,0,117054,train
80.0,96.0,93.0,89.666664,227.20033,30.161867,68.00001,0,117054,train
202.0,214.0,192.0,202.66667,12.666687,1.3125,3.6666718,0,117054,train
92.0,112.0,103.0,102.333336,60.728905,9.044433,39.0,0,117054,train
93.0,105.0,103.0,100.333336,131.2851,17.202806,9.333336,0,117054,train
117.0,138.0,129.0,128.0,23.257004,3.0461938,5.3333282,0,117054,train
107.0,126.0,124.0,119.0,137.29532,14.38376,4.3333435,0,117054,train
104.0,130.0,131.0,121.666664,26.803816,17.266975,54.33335,0,117054,train
97.0,132.0,134.0,121.0,137.17871,14.719612,4.0,0,117054,train
166.0,182.0,169.0,172.33333,15.556349,1.8323269,1.0,0,117054,train
23.0,35.0,31.0,29.666666,231.41402,30.481909,52.333332,0,117054,train
179.0,197.0,181.0,185.66667,1.3332977,0.6584784,1.0000153,0,117054,train
190.0,207.0,189.0,195.33333,23.537218,2.4334903,1.666687,0,117054,train
212.0,224.0,200.0,212.0,10.381604,1.2716869,2.3333282,0,117054,train
165.0,185.0,174.0,174.66667,11.313708,1.1965119,4.0,0,117054,train
176.0,194.0,180.0,183.33333,178.371,22.399908,67.66666,0,117054,train
92.0,109.0,99.0,100.0,256.777,27.935019,11.333321,0,117054,train
125.0,142.0,136.0,134.33333,295.05252,31.671192,21.000008,0,117054,train
227.0,237.0,210.0,224.66667,31.457172,5.226136,13.6666565,0,117054,train
152.0,173.0,166.0,163.66667,7.7316294,0.95504415,1.6666718,0,117054,train
16.0,27.0,29.0,24.0,28.319605,2.806515,0.0,0,117054,train
107.0,132.0,126.0,121.666664,2.4036896,0.49804303,0.66667175,0,117054,train
79.0,98.0,94.0,90.333336,77.163605,15.043102,48.999992,0,117054,train
209.0,221.0,197.0,209.0,13.482479,1.4224758,0.66667175,0,117054,train
15.0,26.0,30.0,23.666666,95.22371,15.455226,66.666664,0,117054,train
114.0,126.0,112.0,117.333336,173.33331,31.153336,18.000015,0,117054,train
197.0,209.0,189.0,198.33333,15.463198,1.5474273,1.3333282,0,117054,train
105.0,130.0,124.0,119.666664,326.58264,34.11773,48.666656,0,117054,train
87.0,102.0,99.0,96.0,234.53879,33.443813,63.666668,0,117054,train
94.0,123.0,121.0,112.666664,141.69846,21.171892,68.000015,0,117054,train
117.0,134.0,128.0,126.333336,50.660107,11.594972,49.333336,0,117054,train
190.0,198.0,174.0,187.33333,226.13368,27.714293,38.666702,0,117054,train
9.0,11.0,10.0,10.0,4.4721375,0.82818025,3.666666,0,117054,train
54.0,73.0,69.0,65.333336,312.4146,34.660618,69.999985,0,117054,train
228.0,242.0,209.0,226.33333,22.75472,2.384029,0.33329773,0,117054,train
42.0,48.0,46.0,45.333332,195.12276,21.437315,26.666664,0,117054,train
182.0,199.0,181.0,187.33333,7.071068,0.875,0.0,0,117054,train
63.0,83.0,74.0,73.333336,55.226807,7.2537704,14.0,0,117054,train
112.0,135.0,125.0,124.0,4.0,2.7124567,12.0,0,117054,train
126.0,146.0,135.0,135.66667,517.8524,51.670155,56.666653,0,117054,train
52.0,73.0,76.0,67.0,186.70537,27.73291,103.66667,0,117054,train
64.0,82.0,84.0,76.666664,96.93181,13.767904,22.66666,0,117054,train
255.0,254.0,216.0,241.66667,6.0,0.6789238,3.0517578e-05,0,117054,train
13.0,26.0,32.0,23.666666,27.91256,4.589297,10.666668,0,117054,train
134.0,151.0,143.0,142.66667,31.127003,20.94678,79.66666,0,117054,train
22.0,31.0,30.0,27.666666,20.396078,2.1487784,3.0,0,117054,train
92.0,116.0,116.0,108.0,32.348797,7.438222,27.333336,0,117054,train
104.0,125.0,116.0,115.0,15.033297,3.4781685,14.0,0,117054,train
91.0,107.0,107.0,101.666664,431.97556,45.520977,13.333324,0,117054,train
101.0,121.0,112.0,111.333336,192.4953,28.520723,48.999992,0,117054,train
80.0,99.0,93.0,90.666664,77.69025,11.284193,32.66667,0,117054,train
218.0,225.0,194.0,212.33333,27.684723,2.83739,0.333313,0,117054,train
130.0,150.0,141.0,140.33333,66.635,8.729104,57.666687,0,117054,train
187.0,200.0,174.0,187.0,40.672123,11.17335,76.33333,0,117054,train
113.0,128.0,125.0,122.0,454.0827,50.646225,79.0,0,117054,train
61.0,74.0,67.0,67.333336,24.55379,11.408775,17.0,0,117054,train
78.0,94.0,91.0,87.666664,49.683445,5.8431234,4.0000076,0,117054,train
174.0,189.0,166.0,176.33333,211.88307,28.840618,92.000015,0,117054,train
182.0,195.0,178.0,185.0,25.51255,2.556395,0.66667175,0,117054,train
47.0,64.0,71.0,60.666668,192.66551,21.49368,22.333342,0,117054,train
94.0,111.0,103.0,102.666664,32.826138,4.1991444,8.0,0,117054,train
139.0,173.0,174.0,162.0,60.075886,6.373468,17.666672,0,117054,train
199.0,218.0,198.0,205.0,31.13053,3.0910656,0.33332825,0,117054,train
4.0,19.0,16.0,13.0,345.13123,38.761097,131.66667,0,117054,train
102.0,131.0,127.0,120.0,116.794235,19.795488,66.99999,0,117054,train
120.0,142.0,130.0,130.66667,14.907124,4.1289043,10.000015,0,117054,train
214.0,226.0,202.0,214.0,7.0079136,1.1541365,0.33332825,0,117054,train
166.0,186.0,175.0,175.66667,8.246211,0.95504415,2.0,0,117054,train
186.0,199.0,179.0,188.0,7.211098,1.2546787,0.6666565,0,117054,train
198.0,210.0,190.0,199.33333,105.32594,14.153594,38.000015,0,117054,train
131.0,154.0,144.0,143.0,12.692954,1.9857893,6.6666718,0,117054,train
45.0,59.0,59.0,54.333332,149.4055,19.690811,33.000004,0,117054,train
75.0,92.0,86.0,84.333336,61.46544,8.229733,14.0,0,117054,train
150.0,166.0,163.0,159.66667,107.898125,21.540682,143.00002,0,117054,train
185.0,201.0,191.0,192.33333,63.711132,15.712318,36.66664,0,117054,train
100.0,84.0,51.0,78.333336,435.97375,46.265675,78.99998,1,118020,train
86.0,108.0,105.0,99.666664,61.537704,16.792448,2.6666794,1,118020,train
34.0,22.0,10.0,22.0,88.98564,9.13337,3.999999,1,118020,train
61.0,38.0,7.0,35.333332,16.124523,7.52791,8.666662,1,118020,train
15.0,11.0,0.0,8.666667,23.323807,5.8394113,23.666666,1,118020,train
71.0,96.0,103.0,90.0,16.606567,2.9313433,8.666664,1,118020,train
76.0,65.0,37.0,59.333332,253.6844,26.531967,2.6666737,1,118020,train
58.0,79.0,80.0,72.333336,200.63898,21.330511,12.666679,1,118020,train
106.0,122.0,111.0,113.0,62.760563,8.964121,5.6666718,1,118020,train
41.0,68.0,77.0,62.0,142.45857,15.09485,18.333336,1,118020,train
61.0,43.0,7.0,37.0,131.0106,17.56735,41.666668,1,118020,train
110.0,123.0,103.0,112.0,147.5436,16.759792,6.333336,1,118020,train
108.0,126.0,112.0,115.333336,107.49677,13.008823,42.66667,1,118020,train
128.0,111.0,83.0,107.333336,64.5325,9.532326,10.000008,1,118020,train
99.0,110.0,96.0,101.666664,130.8171,24.075544,75.00001,1,118020,train
113.0,116.0,97.0,108.666664,30.594128,4.576925,7.6666718,1,118020,train
114.0,127.0,118.0,119.666664,5.695988,1.9877555,3.9999847,1,118020,train
116.0,130.0,115.0,120.333336,17.44834,2.228193,4.3333206,1,118020,train
28.0,44.0,33.0,35.0,84.60365,20.325747,61.333336,1,118020,train
115.0,110.0,91.0,105.333336,30.67392,5.6221347,13.333328,1,118020,train
113.0,129.0,119.0,120.333336,6.0,0.73686415,4.0,1,118020,train
67.0,92.0,99.0,86.0,4.2426405,0.62850577,1.0,1,118020,train
127.0,116.0,84.0,109.0,358.89026,36.739475,5.3333282,1,118020,train
29.0,26.0,11.0,22.0,68.00817,7.383854,0.33333397,1,118020,train
60.0,45.0,16.0,40.333332,62.609913,7.6040554,13.000008,1,118020,train
83.0,96.0,86.0,88.333336,154.89925,17.094093,31.666656,1,118020,train
64.0,89.0,94.0,82.333336,101.23022,10.716427,13.666672,1,118020,train
112.0,125.0,115.0,117.333336,77.34625,22.619776,6.9999924,1,118020,train
18.0,31.0,21.0,23.333334,27.002052,6.771396,24.333332,1,118020,train
60.0,33.0,4.0,32.333332,17.074997,9.109763,2.6666698,1,118020,train
104.0,117.0,97.0,106.0,20.618229,4.6837487,0.33333588,1,118020,train
30.0,55.0,62.0,49.0,149.34523,16.12758,47.0,1,118020,train
29.0,22.0,6.0,19.0,105.190834,10.827237,3.333333,1,118020,train
92.0,105.0,96.0,97.666664,33.413223,5.0134583,10.666679,1,118020,train
155.0,121.0,84.0,120.0,163.29456,22.707355,2.0,1,118020,train
42.0,69.0,76.0,62.333332,123.335144,12.530237,4.000004,1,118020,train
41.0,31.0,6.0,26.0,379.20734,49.455303,119.666664,1,118020,train
95.0,116.0,117.0,109.333336,10.687485,1.4610838,10.000015,1,118020,train
153.0,153.0,125.0,143.66667,321.2787,32.994614,23.666687,1,118020,train
116.0,129.0,111.0,118.666664,28.32354,5.710633,8.999992,1,118020,train
115.0,123.0,112.0,116.666664,11.785114,4.6267943,4.0000153,1,118020,train
28.0,17.0,0.0,15.0,170.53966,29.535683,83.0,1,118020,train
232.0,242.0,218.0,230.66667,358.15945,47.695774,221.33336,1,118020,train
124.0,103.0,72.0,99.666664,581.52234,59.033573,19.999994,1,118020,train
158.0,111.0,91.0,120.0,8.95669,3.221934,25.333336,1,118020,train
57.0,84.0,93.0,78.0,55.908665,7.2315903,4.333336,1,118020,train
109.0,121.0,107.0,112.333336,43.903927,7.2766213,16.666656,1,118020,train
153.0,69.0,33.0,85.0,70.31674,8.146426,10.333336,1,118020,train
174.0,185.0,168.0,175.66667,423.51178,46.48536,73.00002,1,118020,train
105.0,110.0,87.0,100.666664,43.921654,12.011307,10.333321,1,118020,train
74.0,68.0,44.0,62.0,275.67172,28.891787,85.0,1,118020,train
94.0,110.0,109.0,104.333336,125.92855,16.708672,66.33334,1,118020,train
33.0,18.0,0.0,17.0,281.64008,43.09931,86.33333,1,118020,train
116.0,128.0,108.0,117.333336,35.792603,6.032788,35.000008,1,118020,train
53.0,34.0,4.0,30.333334,28.975084,10.983469,2.6666698,1,118020,train
71.0,76.0,56.0,67.666664,154.78731,18.883509,97.66667,1,118020,train
94.0,113.0,107.0,104.666664,40.005554,5.1522713,5.0000153,1,118020,train
102.0,107.0,87.0,98.666664,104.20601,11.731327,5.9999924,1,118020,train
112.0,128.0,118.0,119.333336,26.436516,3.1858146,3.0000076,1,118020,train
24.0,14.0,5.0,14.333333,75.43209,7.9953694,10.666669,1,118020,train
53.0,73.0,74.0,66.666664,125.426384,15.8618765,24.000015,1,118020,train
172.0,161.0,129.0,154.0,111.91764,16.217516,76.33333,1,118020,train
14.0,14.0,4.0,10.666667,19.235384,3.4854193,6.6666646,1,118020,train
117.0,132.0,125.0,124.666664,47.107437,5.954909,36.999992,1,118020,train
107.0,125.0,111.0,114.333336,118.5027,14.141238,29.000008,1,118020,train
116.0,127.0,110.0,117.666664,115.367065,21.150917,42.33332,1,118020,train
52.0,65.0,47.0,54.666668,269.61746,30.298563,66.66666,1,118020,train
96.0,115.0,119.0,110.0,28.362724,3.637908,15.0,1,118020,train
137.0,107.0,83.0,109.0,421.01517,44.664204,121.66667,1,118020,train
115.0,130.0,123.0,122.666664,14.802383,1.74553,7.6666565,1,118020,train
104.0,123.0,121.0,116.0,52.79941,6.5422306,14.333336,1,118020,train
84.0,48.0,22.0,51.333332,253.00021,32.86539,78.0,1,118020,train
163.0,125.0,88.0,125.333336,159.58974,19.004883,45.333344,1,118020,train
53.0,80.0,89.0,74.0,149.00336,15.405648,16.0,1,118020,train
76.0,88.0,74.0,79.333336,231.84096,26.537708,8.333328,1,118020,train
66.0,91.0,98.0,85.0,11.401754,1.1965119,0.0,1,118020,train
115.0,118.0,99.0,110.666664,17.745098,3.9382439,12.666679,1,118020,train
111.0,127.0,117.0,118.333336,30.349808,3.8998697,6.333336,1,118020,train
112.0,126.0,109.0,115.666664,126.01413,13.200231,6.3333206,1,118020,train
155.0,149.0,115.0,139.66667,215.5247,27.475752,55.66668,1,118020,train
119.0,131.0,119.0,123.0,19.002918,2.5903592,9.666672,1,118020,train
84.0,78.0,56.0,72.666664,168.00662,18.467176,4.3333244,1,118020,train
100.0,116.0,106.0,107.333336,64.749084,7.6738954,27.333328,1,118020,train
68.0,38.0,12.0,39.333332,245.67232,30.351759,61.33334,1,118020,train
93.0,115.0,113.0,107.0,25.05107,3.0755463,4.666664,1,118020,train
57.0,32.0,2.0,30.333334,267.18365,39.744587,85.33333,1,118020,train
105.0,113.0,98.0,105.333336,130.16997,14.053191,24.666672,1,118020,train
115.0,129.0,114.0,119.333336,248.64478,31.02006,58.33333,1,118020,train
104.0,121.0,102.0,109.0,197.25337,20.55946,9.666664,1,118020,train
60.0,39.0,10.0,36.333332,28.600698,3.1661549,5.333336,1,118020,train
76.0,40.0,16.0,44.0,399.35086,41.27518,114.33333,1,118020,train
7.0,18.0,10.0,11.666667,44.12356,7.1193976,30.0,1,118020,train
108.0,122.0,105.0,111.666664,65.540504,9.639346,6.0000076,1,118020,train
103.0,108.0,86.0,99.0,465.767,56.036297,128.66667,1,118020,train
34.0,28.0,14.0,25.333334,52.56953,5.87945,1.6666641,1,118020,train
104.0,109.0,89.0,100.666664,96.1307,13.09513,16.0,1,118020,train
49.0,29.0,2.0,26.666666,73.00684,19.131132,40.333336,1,118020,train
107.0,121.0,108.0,112.0,84.380104,14.603416,25.0,1,118020,train
62.0,89.0,98.0,83.0,50.343277,7.4253445,16.666664,1,118020,train
108.0,115.0,97.0,106.666664,221.45378,28.77112,87.66668,1,118020,train
154.0,108.0,82.0,114.666664,55.571762,8.035383,22.666656,1,118020,train
28.0,21.0,0.0,16.333334,417.50424,48.098183,142.33333,1,118020,train
60.0,85.0,90.0,78.333336,155.82399,16.117186,13.666676,1,118020,train
47.0,74.0,81.0,67.333336,130.06752,14.359095,9.666672,1,118020,train
116.0,129.0,122.0,122.333336,42.08457,4.8231416,4.0000153,1,118020,train
69.0,94.0,101.0,88.0,78.002846,9.660598,27.666664,1,118020,train
184.0,196.0,176.0,185.33333,407.3538,47.895454,111.66663,1,118020,train
41.0,28.0,12.0,27.0,91.29683,9.727281,14.333333,1,118020,train
97.0,109.0,99.0,101.666664,184.40173,19.006886,0.33335114,1,118020,train
89.0,102.0,92.0,94.333336,37.547,4.7088056,20.666656,1,118020,train
173.0,165.0,128.0,155.33333,169.85747,20.865688,57.999977,1,118020,train
167.0,164.0,131.0,154.0,96.63794,20.62178,73.33332,1,118020,train
173.0,182.0,161.0,172.0,478.91568,56.279903,113.99999,1,118020,train
139.0,99.0,74.0,104.0,149.34525,15.950117,29.333336,1,118020,train
106.0,115.0,94.0,105.0,41.109615,4.1833,13.999992,1,118020,train
94.0,105.0,89.0,96.0,281.37518,37.499897,129.66666,1,118020,train
118.0,130.0,120.0,122.666664,60.369225,7.003975,20.333328,1,118020,train
113.0,118.0,96.0,109.0,154.05193,18.801388,21.333336,1,118020,train
170.0,151.0,111.0,144.0,250.2181,25.49935,89.0,1,118020,train
102.0,115.0,106.0,107.666664,33.13609,4.7073536,11.6666565,1,118020,train
23.0,31.0,16.0,23.333334,17.93817,8.802521,31.333334,0,118020,train
62.0,73.0,43.0,59.333332,6.5489674,9.527676,4.3333435,0,118020,train
33.0,45.0,31.0,36.333332,173.97127,17.951239,25.33334,0,118020,train
91.0,46.0,23.0,53.333332,95.136154,11.400432,42.666664,0,118020,train
70.0,38.0,13.0,40.333332,10.022198,2.209819,5.999996,0,118020,train
85.0,106.0,91.0,94.0,14.764823,3.3591933,14.0,0,118020,train
92.0,27.0,7.0,42.0,51.908035,6.120175,16.666668,0,118020,train
133.0,133.0,105.0,123.666664,326.43158,35.21366,43.66665,0,118020,train
9.0,21.0,9.0,13.0,83.85437,23.48685,57.66666,0,118020,train
100.0,78.0,55.0,77.666664,80.84278,9.445231,1.5258789e-05,0,118020,train
102.0,98.0,61.0,87.0,229.57545,25.97343,6.3333282,0,118020,train
85.0,74.0,29.0,62.666668,182.663,37.259766,204.33334,0,118020,train
136.0,133.0,100.0,123.0,168.2802,34.063534,20.333336,0,118020,train
127.0,137.0,113.0,125.666664,158.05624,19.030197,46.33332,0,118020,train
96.0,113.0,95.0,101.333336,48.12251,6.3419795,16.333328,0,118020,train
146.0,122.0,98.0,122.0,80.3603,15.542155,65.333336,0,118020,train
88.0,105.0,86.0,93.0,76.631874,8.334088,1.0,0,118020,train
117.0,133.0,123.0,124.333336,46.23612,5.878905,0.0,0,118020,train
145.0,148.0,131.0,141.33333,302.04712,36.316345,73.000015,0,118020,train
112.0,98.0,61.0,90.333336,86.749954,14.212773,7.6666718,0,118020,train
75.0,100.0,104.0,93.0,1.4142135,0.6288941,4.0,0,118020,train
21.0,53.0,52.0,42.0,34.928497,4.1215954,26.0,0,118020,train
180.0,172.0,135.0,162.33333,71.07116,9.430357,19.333328,0,118020,train
27.0,59.0,54.0,46.666668,18.773504,3.7463849,14.333332,0,118020,train
49.0,50.0,16.0,38.333332,200.7392,29.33249,176.0,0,118020,train
55.0,20.0,0.0,25.0,120.594826,20.08323,15.666666,0,118020,train
98.0,118.0,117.0,111.0,8.944272,1.1332165,5.0,0,118020,train
43.0,26.0,0.0,23.0,129.27576,17.797749,67.66667,0,118020,train
78.0,55.0,21.0,51.333332,123.16656,19.939686,8.66666,0,118020,train
89.0,98.0,77.0,88.0,162.92056,17.370897,12.333328,0,118020,train
34.0,44.0,36.0,38.0,18.336363,3.1088843,12.333334,0,118020,train
18.0,47.0,51.0,38.666668,53.007347,6.0111794,1.9999962,0,118020,train
47.0,72.0,79.0,66.0,157.63814,16.023481,32.333332,0,118020,train
255.0,255.0,223.0,244.33333,240.11203,29.390156,82.66664,0,118020,train
48.0,20.0,6.0,24.666666,24.984442,3.1739717,3.8146973e-06,0,118020,train
